"trip"	"site"	"gut.id"	"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"
"417"	"GC20130404"	"IVa"	555	0	0	111	10	0	0	0
"418"	"GC20130404"	"IVa"	558	0	0	120	54	0	50	0
"419"	"GC20130404"	"IVa"	571	0	0	433	33	0	0	0
"420"	"GC20130404"	"IVa"	582	0	0	47	325	0	0	0
"421"	"GC20130404"	"IVa"	590	0	0	0	50	0	0	0
"422"	"GC20130404"	"IVa"	591	0	0	184	0	0	0	0
"423"	"GC20130404"	"IVa"	592	0	0	0	0	0	0	0
"424"	"GC20130404"	"IVa"	597	0	0	25	0	0	0	0
"425"	"GC20130404"	"IVa"	598	0	0	79	42	0	0	0
"426"	"GC20130404"	"IVa"	601	0	0	147	87	146	0	0
"427"	"GC20130404"	"IVa"	612	0	0	0	0	50	0	0
"428"	"GC20130404"	"IVa"	615	0	0	219	58	0	80	0
"429"	"GC20130404"	"II"	525	0	0	47	23	0	0	0
"430"	"GC20130404"	"II"	531	0	0	8	0	0	251	0
"431"	"GC20130404"	"II"	539	0	0	0	0	35	13	0
"432"	"GC20130404"	"II"	544	0	0	0	0	141	0	0
"433"	"GC20130404"	"II"	546	0	0	0	0	0	0	0
"434"	"GC20130404"	"II"	547	0	0	0	0	494	411	0
"435"	"GC20130404"	"II"	554	0	0	0	0	0	86	0
"436"	"GC20130404"	"II"	557	0	0	78	85	0	0	0
"437"	"GC20130404"	"II"	566	0	0	0	0	0	0	0
"438"	"GC20130404"	"II"	569	0	0	30	0	0	0	0
"439"	"GC20130404"	"II"	576	0	0	0	0	105	83	0
"440"	"GC20130404"	"II"	593	0	0	0	0	0	0	0
"441"	"GC20130404"	"II"	594	0	0	14	0	0	0	0
"442"	"GC20130404"	"II"	595	0	0	0	0	8	627	0
"443"	"GC20130404"	"II"	596	0	0	7	0	0	99	0
"444"	"GC20130404"	"II"	600	0	0	0	0	175	194	0
"445"	"GC20130404"	"II"	613	0	0	0	0	0	0	0
"446"	"GC20130625"	"I"	617	0	0	0	0	72	148	0
"447"	"GC20130625"	"I"	627	0	0	0	0	0	0	0
"448"	"GC20130625"	"I"	631	0	0	0	0	0	0	0
"449"	"GC20130625"	"I"	634	0	0	0	0	28	41	0
"450"	"GC20130625"	"I"	650	0	0	0	0	68	284	0
"451"	"GC20130625"	"I"	656	0	0	0	0	0	276	0
"452"	"GC20130625"	"I"	668	0	0	0	0	9	640	0
"453"	"GC20130625"	"I"	671	0	0	0	0	0	0	0
"454"	"GC20130625"	"I"	672	0	0	0	0	115	39	0
"455"	"GC20130625"	"I"	679	0	0	0	0	2308	0	0
"456"	"GC20130625"	"I"	684	0	0	0	0	0	308	0
"457"	"GC20130625"	"I"	687	0	0	0	0	0	0	0
"458"	"GC20130625"	"I"	692	0	0	0	0	81	137	0
"459"	"GC20130625"	"I"	702	0	0	0	0	0	0	0
"460"	"GC20130625"	"I"	710	16	0	0	0	0	533	0
"461"	"GC20130625"	"I"	712	0	0	0	0	0	141	0
"462"	"GC20130625"	"I"	715	0	0	0	0	180	218	0
"463"	"GC20130625"	"I"	719	0	0	0	0	128	97	0
"464"	"GC20130625"	"II"	618	0	0	0	46	0	86	0
"465"	"GC20130625"	"II"	619	0	0	0	0	0	0	0
"466"	"GC20130625"	"II"	620	0	0	133	95	0	19	0
"467"	"GC20130625"	"II"	622	0	0	41	92	181	65	0
"468"	"GC20130625"	"II"	625	0	0	164	0	0	0	0
"469"	"GC20130625"	"II"	628	0	0	0	0	0	0	0
"470"	"GC20130625"	"II"	629	0	0	0	126	58	28	0
"471"	"GC20130625"	"II"	630	0	0	70	0	0	0	0
"472"	"GC20130625"	"II"	632	0	0	0	0	0	0	0
"473"	"GC20130625"	"II"	635	0	0	87	0	0	0	0
"474"	"GC20130625"	"II"	636	0	0	74	87	0	0	0
"475"	"GC20130625"	"II"	637	0	0	322	155	0	0	0
"476"	"GC20130625"	"II"	638	0	0	335	54	25	0	0
"477"	"GC20130625"	"II"	642	0	0	0	184	34	2	0
"478"	"GC20130625"	"II"	665	0	0	259	114	0	0	0
"479"	"GC20130625"	"II"	675	0	0	62	102	0	9	0
"480"	"GC20130625"	"II"	681	0	0	164	60	0	17	0
"481"	"GC20130625"	"II"	682	0	0	0	265	0	0	0
"482"	"GC20130625"	"II"	697	0	0	0	129	0	89	0
"483"	"GC20130625"	"III"	621	0	0	0	142	77	734	0
"484"	"GC20130625"	"III"	624	0	0	0	989	0	34	0
"485"	"GC20130625"	"III"	626	0	0	39	0	148	0	0
"486"	"GC20130625"	"III"	640	0	0	0	645	0	9	0
"487"	"GC20130625"	"III"	644	0	0	0	434	0	0	0
"488"	"GC20130625"	"III"	646	0	0	0	0	0	0	0
"489"	"GC20130625"	"III"	647	0	0	0	0	0	0	0
"490"	"GC20130625"	"III"	649	0	0	0	42	0	0	0
"491"	"GC20130625"	"III"	651	0	0	0	114	0	199	0
"492"	"GC20130625"	"III"	652	0	0	0	32	0	285	0
"493"	"GC20130625"	"III"	653	0	0	0	0	0	0	0
"494"	"GC20130625"	"III"	654	0	0	0	164	0	53	0
"495"	"GC20130625"	"III"	657	0	0	29	97	0	379	0
"496"	"GC20130625"	"III"	659	0	0	0	0	0	26	0
"497"	"GC20130625"	"III"	666	0	0	0	139	0	4	0
"498"	"GC20130625"	"III"	669	0	0	0	0	0	59	0
"499"	"GC20130625"	"III"	674	0	0	0	14	0	0	0
"500"	"GC20130625"	"III"	693	0	0	0	0	0	0	0
"501"	"GC20130625"	"III"	694	0	0	141	148	0	0	0
"502"	"GC20130625"	"III"	695	0	0	0	0	0	0	0
"503"	"GC20130625"	"IVa"	623	0	0	0	0	0	0	0
"504"	"GC20130625"	"IVa"	641	0	0	612	0	318	0	0
"505"	"GC20130625"	"IVa"	643	0	0	0	52	0	0	0
"506"	"GC20130625"	"IVa"	648	0	0	0	2	10	0	0
"507"	"GC20130625"	"IVa"	655	0	0	0	80	0	46	0
"508"	"GC20130625"	"IVa"	658	0	0	84	0	271	0	0
"509"	"GC20130625"	"IVa"	660	0	0	14	22	0	0	0
"510"	"GC20130625"	"IVa"	661	0	0	0	153	108	0	0
"511"	"GC20130625"	"IVa"	663	0	0	0	43	0	83	0
"512"	"GC20130625"	"IVa"	664	0	0	0	89	0	42	0
"513"	"GC20130625"	"IVa"	673	0	0	0	576	0	0	0
"514"	"GC20130625"	"IVa"	678	0	0	0	27	0	190	0
"515"	"GC20130625"	"IVa"	680	0	0	0	0	0	0	0
"516"	"GC20130625"	"IVa"	686	0	0	0	13	0	47	0
"517"	"GC20130625"	"IVa"	698	0	0	0	155	0	0	0
"518"	"GC20130625"	"IVa"	709	0	0	24	12	858	0	0
"519"	"GC20130625"	"IVa"	713	0	0	0	58	0	0	0
"520"	"GC20130625"	"IVb"	639	0	0	0	0	0	0	0
"521"	"GC20130625"	"IVb"	662	0	0	0	64	0	0	0
"522"	"GC20130625"	"IVb"	667	0	0	0	0	0	0	0
"523"	"GC20130625"	"IVb"	670	0	0	0	0	0	0	0
"524"	"GC20130625"	"IVb"	676	0	0	0	0	0	34	0
"525"	"GC20130625"	"IVb"	677	0	0	0	0	0	0	0
"526"	"GC20130625"	"IVb"	685	0	0	0	325	0	28	0
"527"	"GC20130625"	"IVb"	688	0	0	0	172	0	10	0
"528"	"GC20130625"	"IVb"	691	0	0	0	0	0	0	0
"529"	"GC20130625"	"IVb"	696	0	0	0	0	0	0	0
"530"	"GC20130625"	"IVb"	699	0	0	0	0	0	0	0
"531"	"GC20130625"	"IVb"	700	0	0	0	0	0	0	0
"532"	"GC20130625"	"IVb"	701	0	0	0	0	0	0	0
"533"	"GC20130625"	"IVb"	703	0	0	0	0	0	0	0
"534"	"GC20130625"	"IVb"	704	0	0	0	0	0	0	0
"535"	"GC20130625"	"IVb"	705	0	0	0	0	0	0	0
"536"	"GC20130625"	"IVb"	706	0	0	0	0	0	70	0
"537"	"GC20130625"	"IVb"	707	0	0	0	0	0	0	0
"538"	"GC20130625"	"IVb"	708	0	0	0	0	0	0	0
"539"	"GC20130625"	"IVb"	711	0	0	0	0	0	0	0
"540"	"GC20130625"	"IVb"	716	0	0	0	0	0	0	0
"541"	"GC20130625"	"IVb"	717	0	0	0	0	0	0	0
"542"	"GC20130625"	"IVb"	718	0	0	0	19	0	0	0
"543"	"GC20130625"	"IVb"	720	0	0	0	0	0	0	0
"544"	"GC20130912"	"III"	767	0	0	0	0	0	0	0
"545"	"GC20130912"	"III"	769	0	0	0	0	0	0	0
"546"	"GC20130912"	"III"	771	0	0	0	0	0	0	0
"547"	"GC20130912"	"III"	772	0	0	0	0	0	0	0
"548"	"GC20130912"	"III"	779	0	0	0	0	0	0	0
"549"	"GC20130912"	"III"	868	0	0	0	0	0	0	0
"550"	"GC20130912"	"III"	870	0	0	0	0	0	0	0
"551"	"GC20130912"	"III"	874	0	0	0	0	0	0	0
"552"	"GC20130912"	"III"	876	0	0	0	0	0	0	0
"553"	"GC20130912"	"III"	878	0	0	0	0	0	0	0
"554"	"GC20130912"	"III"	885	0	0	0	0	0	0	0
"555"	"GC20130912"	"III"	888	0	0	0	0	0	0	0
"556"	"GC20130912"	"I"	770	0	0	0	0	0	0	0
"557"	"GC20130912"	"I"	774	0	0	0	0	0	90	0
"558"	"GC20130912"	"I"	775	0	0	0	0	0	0	0
"559"	"GC20130912"	"I"	777	0	0	0	0	0	0	0
"560"	"GC20130912"	"I"	778	0	0	0	0	51	0	0
"561"	"GC20130912"	"I"	867	0	0	0	0	0	0	0
"562"	"GC20130912"	"I"	875	0	0	0	0	0	0	0
"563"	"GC20130912"	"I"	884	0	0	0	0	0	0	0
"564"	"GC20130912"	"I"	887	0	0	0	0	0	0	0
"565"	"GC20130912"	"IVa"	869	0	0	0	0	0	0	0
"566"	"GC20130912"	"IVa"	871	0	0	0	0	0	0	0
"567"	"GC20130912"	"IVa"	872	0	0	0	0	0	0	0
"568"	"GC20130912"	"IVa"	873	0	0	0	0	0	0	0
"569"	"GC20130912"	"IVa"	877	0	0	0	0	0	0	0
"570"	"GC20130912"	"IVa"	879	0	0	0	0	0	0	0
"571"	"GC20130912"	"IVa"	880	0	0	0	0	0	0	0
"572"	"GC20130912"	"IVa"	881	0	0	0	0	0	0	0
"573"	"GC20130912"	"IVa"	889	0	0	0	0	0	0	0
"574"	"GC20130912"	"IVa"	890	0	0	0	0	0	0	0
"575"	"GC20130912"	"II"	882	0	0	0	0	0	0	0
"576"	"GC20130912"	"II"	883	0	0	0	0	0	0	0
"577"	"GC20130912"	"II"	886	0	0	0	0	0	0	0
"578"	"GC20140109"	"I"	798	0	0	0	0	0	0	0
"579"	"GC20140109"	"I"	799	0	0	0	0	0	0	0
"580"	"GC20140109"	"I"	800	0	0	0	106	0	0	0
"581"	"GC20140109"	"I"	801	0	0	0	0	0	0	0
"582"	"GC20140109"	"I"	802	0	0	0	0	0	0	0
"583"	"GC20140109"	"I"	803	0	0	0	0	0	0	0
"584"	"GC20140109"	"I"	805	0	0	0	0	0	0	0
"585"	"GC20140109"	"I"	806	0	0	0	0	0	0	0
"586"	"GC20140109"	"I"	807	0	0	0	0	0	0	0
"587"	"GC20140109"	"I"	808	0	0	0	0	0	0	0
"588"	"GC20140109"	"I"	809	0	0	0	0	0	0	0
"589"	"GC20140109"	"I"	810	0	0	0	0	0	0	0
"590"	"GC20140109"	"II"	815	0	0	0	0	0	0	0
"591"	"GC20140109"	"II"	816	0	0	0	0	0	0	0
"592"	"GC20140109"	"II"	818	0	0	0	29	0	0	0
"593"	"GC20140109"	"II"	819	0	0	0	164	0	0	0
"594"	"GC20140109"	"II"	820	0	0	0	57	0	0	0
"595"	"GC20140109"	"II"	821	0	0	0	0	0	0	0
"596"	"GC20140109"	"II"	822	0	0	0	0	0	0	0
"597"	"GC20140109"	"II"	823	0	0	0	0	0	0	0
"598"	"GC20140109"	"II"	824	0	0	0	0	0	0	0
"599"	"GC20140109"	"II"	825	0	0	0	0	0	0	0
"600"	"GC20140109"	"II"	826	0	0	0	0	0	0	0
"601"	"GC20140109"	"II"	827	0	0	0	0	0	0	0
"602"	"GC20140109"	"II"	829	0	0	0	0	0	0	0
"603"	"GC20140109"	"II"	830	0	0	0	0	0	0	0
"604"	"GC20140109"	"II"	831	0	0	0	0	0	0	0
"605"	"GC20140109"	"II"	832	0	0	0	0	0	0	0
"606"	"GC20140109"	"II"	833	0	0	0	0	0	0	0
"607"	"GC20140109"	"III"	834	0	0	0	0	0	0	0
"608"	"GC20140109"	"III"	835	0	0	0	0	0	0	0
"609"	"GC20140109"	"III"	836	0	0	0	0	0	0	0
"610"	"GC20140109"	"III"	837	0	0	0	0	0	50	0
"611"	"GC20140109"	"III"	838	0	0	0	4	0	0	0
"612"	"GC20140109"	"III"	839	0	0	0	0	0	0	0
"613"	"GC20140109"	"III"	841	0	0	0	0	0	0	0
"614"	"GC20140109"	"III"	842	0	0	0	0	0	0	0
"615"	"GC20140109"	"III"	843	0	0	0	0	0	0	0
"616"	"GC20140109"	"III"	844	0	0	0	0	0	0	0
"617"	"GC20140109"	"III"	845	0	0	0	0	0	0	0
"618"	"GC20140109"	"III"	846	0	0	0	0	0	0	0
"619"	"GC20140109"	"III"	847	0	0	0	0	0	0	0
"620"	"GC20140109"	"III"	849	0	0	0	0	0	0	0
"621"	"GC20140109"	"III"	850	0	0	0	0	0	0	0
"622"	"GC20140109"	"III"	853	0	0	0	0	0	0	0
"623"	"GC20140109"	"IVa"	854	0	0	0	0	21	0	0
"624"	"GC20140109"	"IVa"	855	0	0	0	0	0	0	0
"625"	"GC20140109"	"IVa"	856	0	0	0	0	151	0	0
"626"	"GC20140109"	"IVa"	857	0	0	0	0	0	0	0
"627"	"GC20140109"	"IVa"	858	0	0	0	0	0	0	0
"628"	"GC20140109"	"IVa"	859	0	0	0	0	0	0	0
"629"	"GC20140109"	"IVa"	861	0	0	0	0	0	0	0
"630"	"GC20140109"	"IVa"	862	0	0	0	0	0	0	0
"631"	"GC20140109"	"IVa"	863	0	0	0	0	0	0	0
"632"	"GC20140109"	"IVa"	864	0	0	0	0	0	0	0
"633"	"GC20140109"	"IVa"	865	0	0	0	0	0	0	0
"634"	"GC20140109"	"IVa"	891	0	0	0	0	0	0	0
"635"	"GC20140109"	"IVa"	892	0	0	0	0	0	0	0
"636"	"GC20140109"	"IVa"	893	0	0	0	0	0	0	0
"637"	"GC20140109"	"IVa"	894	0	0	0	0	0	19	0
"638"	"GC20140109"	"IVa"	1001	0	0	0	0	0	0	0
"639"	"GC20140109"	"IVa"	1011	0	0	0	0	0	0	0
"640"	"GC20140109"	"IVa"	1013	0	0	0	0	12	0	0
"641"	"GC20140109"	"IVa"	1014	0	0	0	0	0	2	0
"642"	"GC20140109"	"IVa"	1015	0	0	0	0	0	19	0
"643"	"GC20140109"	"IVa"	1017	0	0	0	0	0	0	0
"644"	"GC20140109"	"IVa"	1018	0	0	0	0	18	0	0
"645"	"GC20140109"	"IVa"	1019	0	0	0	0	0	0	0
"646"	"GC20140109"	"IVa"	1020	0	0	0	0	0	22	0
"647"	"GC20140109"	"IVa"	1021	0	0	0	0	9	15	0
"648"	"GC20140109"	"IVa"	1022	0	0	0	0	0	0	0
"649"	"GC20140109"	"IVa"	1024	0	0	0	0	0	0	0
"650"	"GC20140109"	"IVa"	1026	0	0	0	0	0	33	0
"651"	"GC20140109"	"IVb"	895	0	0	0	0	0	0	0
"652"	"GC20140109"	"IVb"	896	0	0	0	0	21	0	0
"653"	"GC20140109"	"IVb"	897	0	0	0	173	0	2	0
"654"	"GC20140109"	"IVb"	898	0	0	0	0	0	0	0
"655"	"GC20140109"	"IVb"	1004	0	0	0	18	0	104	0
"656"	"GC20140109"	"IVb"	1010	0	0	0	0	0	0	0
"657"	"GC20140109"	"IVb"	1016	0	0	0	7	0	99	0
"658"	"GC20140109"	"IVb"	1023	0	0	0	0	0	0	0
"659"	"GC20140109"	"IVb"	1025	0	0	0	4	0	61	0
"660"	"GC20140403"	"II"	63	0	0	0	0	0	0	0
"661"	"GC20140403"	"II"	902	0	0	0	0	0	0	0
"662"	"GC20140403"	"II"	925	0	0	8	0	0	0	0
"663"	"GC20140403"	"II"	930	0	0	229	0	51	0	0
"664"	"GC20140403"	"II"	940	0	0	0	0	0	0	0
"665"	"GC20140403"	"II"	943	0	0	38	29	0	0	0
"666"	"GC20140403"	"II"	944	0	0	0	0	0	0	0
"667"	"GC20140403"	"II"	950	0	0	0	8	61	252	0
"668"	"GC20140403"	"II"	956	0	0	0	0	0	28	0
"669"	"GC20140403"	"II"	968	0	0	0	0	0	21	0
"670"	"GC20140403"	"II"	970	0	0	0	27	0	0	0
"671"	"GC20140403"	"II"	971	0	0	0	0	0	0	0
"672"	"GC20140403"	"II"	977	0	0	0	0	0	0	0
"673"	"GC20140403"	"II"	979	0	0	0	0	5	119	0
"674"	"GC20140403"	"II"	980	0	0	0	0	38	94	0
"675"	"GC20140403"	"II"	987	0	0	12	0	0	0	0
"676"	"GC20140403"	"II"	989	0	0	0	0	0	0	0
"677"	"GC20140403"	"II"	990	0	0	0	0	0	0	0
"678"	"GC20140403"	"II"	992	0	0	0	0	0	0	0
"679"	"GC20140403"	"II"	999	0	0	0	0	41	0	0
"680"	"GC20140403"	"II"	1002	0	0	0	0	0	0	0
"681"	"GC20140403"	"IVb"	900	0	0	0	0	0	0	0
"682"	"GC20140403"	"IVb"	904	0	0	0	0	0	0	0
"683"	"GC20140403"	"IVb"	916	0	0	11	0	0	0	0
"684"	"GC20140403"	"IVb"	917	0	0	0	0	0	0	0
"685"	"GC20140403"	"IVb"	922	0	0	5	0	0	0	0
"686"	"GC20140403"	"IVb"	923	0	0	0	0	0	84	0
"687"	"GC20140403"	"IVb"	924	0	0	0	0	0	0	0
"688"	"GC20140403"	"IVb"	926	0	0	0	0	0	4	0
"689"	"GC20140403"	"IVb"	928	0	0	0	0	46	0	0
"690"	"GC20140403"	"IVb"	929	0	0	0	0	0	0	0
"691"	"GC20140403"	"IVb"	931	0	0	0	0	0	0	0
"692"	"GC20140403"	"IVb"	932	0	0	0	0	0	0	0
"693"	"GC20140403"	"IVb"	935	0	0	0	0	0	38	0
"694"	"GC20140403"	"IVb"	939	0	0	0	0	0	0	0
"695"	"GC20140403"	"IVb"	959	0	0	0	0	0	152	0
"696"	"GC20140403"	"IVb"	966	0	0	0	0	0	0	0
"697"	"GC20140403"	"IVb"	967	0	0	0	0	0	128	0
"698"	"GC20140403"	"IVb"	998	0	0	0	0	112	0	0
"699"	"GC20140403"	"IVb"	1007	0	0	0	0	0	254	0
"700"	"GC20140403"	"III"	901	0	0	0	0	0	55	0
"701"	"GC20140403"	"III"	905	0	0	0	97	0	0	0
"702"	"GC20140403"	"III"	913	0	0	0	0	0	0	0
"703"	"GC20140403"	"III"	948	0	0	0	0	0	0	0
"704"	"GC20140403"	"III"	952	0	0	0	20	0	9	0
"705"	"GC20140403"	"III"	953	0	0	0	29	0	0	0
"706"	"GC20140403"	"III"	954	0	0	15	0	0	0	0
"707"	"GC20140403"	"III"	955	0	0	0	62	0	0	0
"708"	"GC20140403"	"III"	962	0	0	0	0	0	0	0
"709"	"GC20140403"	"III"	969	0	0	0	0	0	0	0
"710"	"GC20140403"	"III"	976	0	0	0	48	78	0	0
"711"	"GC20140403"	"III"	978	0	0	0	15	25	30	0
"712"	"GC20140403"	"III"	981	0	0	0	12	0	0	0
"713"	"GC20140403"	"III"	982	0	0	0	0	0	0	0
"714"	"GC20140403"	"III"	983	0	0	0	0	0	0	0
"715"	"GC20140403"	"III"	984	0	0	0	0	0	0	0
"716"	"GC20140403"	"III"	985	0	0	0	0	0	0	0
"717"	"GC20140403"	"III"	986	0	0	0	0	0	0	0
"718"	"GC20140403"	"III"	988	0	0	0	0	41	14	0
"719"	"GC20140403"	"III"	994	0	0	0	0	0	91	0
"720"	"GC20140403"	"III"	1000	0	0	0	81	0	85	0
"721"	"GC20140403"	"III"	1003	0	0	0	0	0	169	0
"722"	"GC20140403"	"I"	903	0	0	0	0	0	0	0
"723"	"GC20140403"	"I"	906	0	0	0	0	0	0	0
"724"	"GC20140403"	"I"	912	0	0	0	0	0	0	0
"725"	"GC20140403"	"I"	918	0	1	0	0	0	0	0
"726"	"GC20140403"	"I"	920	0	0	0	0	0	0	0
"727"	"GC20140403"	"I"	934	0	0	0	0	0	38	0
"728"	"GC20140403"	"I"	936	0	0	0	0	0	1	0
"729"	"GC20140403"	"I"	941	0	0	0	0	0	0	0
"730"	"GC20140403"	"I"	942	0	0	0	0	0	0	0
"731"	"GC20140403"	"I"	945	0	0	0	0	30	42	0
"732"	"GC20140403"	"I"	946	0	0	0	0	0	0	0
"733"	"GC20140403"	"I"	960	0	0	0	0	0	0	0
"734"	"GC20140403"	"I"	961	0	0	0	0	143	0	0
"735"	"GC20140403"	"I"	964	0	0	0	0	0	0	0
"736"	"GC20140403"	"I"	965	0	0	0	0	0	0	0
"737"	"GC20140403"	"I"	975	0	0	0	0	438	96	0
"738"	"GC20140403"	"I"	1009	0	0	0	0	0	0	0
"739"	"GC20140403"	"IVa"	907	0	0	0	0	0	0	0
"740"	"GC20140403"	"IVa"	908	0	0	0	0	0	0	0
"741"	"GC20140403"	"IVa"	909	0	0	0	0	0	0	0
"742"	"GC20140403"	"IVa"	910	0	0	13	27	0	131	0
"743"	"GC20140403"	"IVa"	911	0	0	0	0	0	0	0
"744"	"GC20140403"	"IVa"	914	0	0	0	0	0	0	0
"745"	"GC20140403"	"IVa"	919	0	0	0	0	0	0	0
"746"	"GC20140403"	"IVa"	921	0	0	0	1	0	0	0
"747"	"GC20140403"	"IVa"	933	0	0	0	3	0	0	0
"748"	"GC20140403"	"IVa"	947	0	0	0	0	0	0	0
"749"	"GC20140403"	"IVa"	951	0	0	0	0	0	0	0
"750"	"GC20140403"	"IVa"	957	0	0	0	0	0	0	0
"751"	"GC20140403"	"IVa"	958	0	0	73	0	0	0	0
"752"	"GC20140403"	"IVa"	963	0	0	0	0	0	0	0
"753"	"GC20140403"	"IVa"	972	0	0	2	19	0	0	0
"754"	"GC20140403"	"IVa"	974	0	0	11	0	0	0	0
"755"	"GC20140403"	"IVa"	991	0	0	0	0	0	0	0
"756"	"GC20140403"	"IVa"	993	0	0	0	8	24	152	0
"757"	"GC20140403"	"IVa"	995	0	0	0	0	0	2	0
"758"	"GC20140403"	"IVa"	1006	0	0	13	16	0	54	0
"759"	"GC20140403"	"IVa"	1008	0	0	2	0	0	0	0
"760"	"GC20140626"	"IVa"	1027	0	0	0	0	0	0	0
"761"	"GC20140626"	"IVa"	1036	0	0	0	0	0	0	0
"762"	"GC20140626"	"IVa"	1040	0	0	0	0	0	0	0
"763"	"GC20140626"	"IVa"	1044	0	0	0	0	0	0	0
"764"	"GC20140626"	"IVa"	1049	0	0	0	0	0	0	0
"765"	"GC20140626"	"IVa"	1053	0	0	0	0	0	0	0
"766"	"GC20140626"	"IVa"	1054	0	0	0	96	0	0	0
"767"	"GC20140626"	"IVa"	1060	0	0	0	0	0	0	0
"768"	"GC20140626"	"IVa"	1073	0	0	0	0	0	0	0
"769"	"GC20140626"	"IVa"	1075	0	0	0	0	0	0	0
"770"	"GC20140626"	"IVa"	1077	0	0	0	0	0	0	0
"771"	"GC20140626"	"IVa"	1085	0	0	0	0	0	0	0
"772"	"GC20140626"	"IVa"	1108	0	0	0	0	0	0	0
"773"	"GC20140626"	"IVa"	1109	0	0	0	0	0	0	0
"774"	"GC20140626"	"IVa"	1110	0	0	0	0	0	0	0
"775"	"GC20140626"	"IVa"	1111	0	0	0	12	0	0	0
"776"	"GC20140626"	"IVa"	1118	0	0	0	0	0	0	0
"777"	"GC20140626"	"IVa"	1120	0	0	0	0	0	0	0
"778"	"GC20140626"	"IVa"	1121	0	0	0	0	0	0	0
"779"	"GC20140626"	"I"	1028	0	0	0	0	0	0	0
"780"	"GC20140626"	"I"	1032	0	0	0	0	0	0	0
"781"	"GC20140626"	"I"	1037	0	0	0	0	0	0	0
"782"	"GC20140626"	"I"	1048	0	0	0	0	0	0	0
"783"	"GC20140626"	"I"	1058	0	0	0	0	68	15	0
"784"	"GC20140626"	"I"	1059	0	0	0	0	0	0	0
"785"	"GC20140626"	"I"	1071	0	0	0	0	0	0	0
"786"	"GC20140626"	"I"	1086	0	0	0	164	0	0	0
"787"	"GC20140626"	"I"	1088	0	0	0	0	0	0	0
"788"	"GC20140626"	"I"	1091	0	0	0	0	0	108	0
"789"	"GC20140626"	"I"	1094	0	0	0	0	0	0	0
"790"	"GC20140626"	"I"	1096	0	0	0	121	0	0	0
"791"	"GC20140626"	"I"	1098	0	0	0	0	0	0	0
"792"	"GC20140626"	"I"	1099	0	0	0	0	0	0	0
"793"	"GC20140626"	"I"	1100	0	0	0	57	0	0	0
"794"	"GC20140626"	"I"	1102	0	0	0	0	1	0	0
"795"	"GC20140626"	"I"	1105	0	0	0	0	90	0	0
"796"	"GC20140626"	"I"	1112	0	0	0	0	0	0	0
"797"	"GC20140626"	"I"	1115	311	0	0	0	0	0	0
"798"	"GC20140626"	"III"	1029	0	0	0	0	0	0	0
"799"	"GC20140626"	"III"	1030	0	0	0	0	0	0	0
"800"	"GC20140626"	"III"	1033	0	0	0	0	0	0	0
"801"	"GC20140626"	"III"	1038	0	0	0	0	0	0	0
"802"	"GC20140626"	"III"	1039	0	0	0	0	0	0	0
"803"	"GC20140626"	"III"	1041	0	0	0	20	0	26	0
"804"	"GC20140626"	"III"	1042	0	0	0	0	0	0	0
"805"	"GC20140626"	"III"	1043	0	0	0	23	4	34	0
"806"	"GC20140626"	"III"	1045	0	0	0	0	0	0	0
"807"	"GC20140626"	"III"	1047	0	0	0	0	0	0	0
"808"	"GC20140626"	"III"	1050	0	0	0	0	0	0	0
"809"	"GC20140626"	"III"	1051	0	0	0	0	0	0	0
"810"	"GC20140626"	"III"	1055	0	0	0	0	0	0	0
"811"	"GC20140626"	"III"	1056	0	0	0	32	0	0	0
"812"	"GC20140626"	"III"	1062	0	0	0	81	0	0	0
"813"	"GC20140626"	"III"	1063	0	0	0	0	0	0	0
"814"	"GC20140626"	"III"	1101	0	0	0	0	0	0	0
"815"	"GC20140626"	"III"	1103	0	0	0	0	0	0	0
"816"	"GC20140626"	"III"	1107	0	0	0	0	0	0	0
"817"	"GC20140626"	"III"	1114	0	0	0	1	0	6	0
"818"	"GC20140626"	"III"	1119	0	0	0	0	0	0	0
"819"	"GC20140626"	"III"	1127	0	0	0	34	0	0	0
"820"	"GC20140626"	"II"	1034	0	0	0	0	0	0	0
"821"	"GC20140626"	"II"	1046	0	0	0	31	0	0	0
"822"	"GC20140626"	"II"	1066	0	0	0	29	0	0	0
"823"	"GC20140626"	"II"	1067	0	0	0	0	0	0	0
"824"	"GC20140626"	"II"	1068	0	0	0	0	0	0	0
"825"	"GC20140626"	"II"	1070	0	0	0	112	0	0	0
"826"	"GC20140626"	"II"	1072	0	0	0	0	0	0	0
"827"	"GC20140626"	"II"	1074	0	0	0	0	0	0	0
"828"	"GC20140626"	"II"	1078	0	0	0	100	0	8	0
"829"	"GC20140626"	"II"	1079	0	0	0	81	0	0	0
"830"	"GC20140626"	"II"	1080	0	0	0	0	0	0	0
"831"	"GC20140626"	"II"	1095	0	0	0	452	0	0	0
"832"	"GC20140626"	"II"	1097	0	0	0	0	0	0	0
"833"	"GC20140626"	"II"	1104	0	0	0	1061	0	0	0
"834"	"GC20140626"	"II"	1106	0	0	0	104	0	0	0
"835"	"GC20140626"	"II"	1113	0	0	0	85	0	0	0
"836"	"GC20140626"	"II"	1116	0	0	0	30	0	0	0
"837"	"GC20140626"	"II"	1117	0	0	0	11	0	0	0
"838"	"GC20140626"	"II"	1123	0	0	0	32	0	0	0
